公司代號名稱,決議（擬議）進度,股利所屬年(季)度,股利所屬期間,期別,董事會（擬擬議）股利分派日,股東會日期,期初未分配盈餘/待彌補虧損(元),本期淨利(淨損)(元),可分配盈餘(元),分配後期末未分配盈餘(元),股東配發-盈餘分配之現金股利(元/股),股東配發-法定盈餘公積發放之現金(元/股),股東配發-資本公積發放之現金(元/股),股東配發-股東配發之現金(股利)總金額(元),股東配發-盈餘轉增資配股(元/股),股東配發-法定盈餘公積轉增資配股(元/股),股東配發-資本公積轉增資配股(元/股),股東配發-股東配股總股數(股),摘錄公司章程-股利分派部分,備註
公司代號名稱,決議（擬議）進度,股利所屬年(季)度,股利所屬期間,期別,董事會（擬擬議）股利分派日,股東會日期,期初未分配盈餘/待彌補虧損(元),本期淨利(淨損)(元),可分配盈餘(元),分配後期末未分配盈餘(元),股東配發-盈餘分配之現金股利(元/股),股東配發-法定盈餘公積發放之現金(元/股),股東配發-資本公積發放之現金(元/股),股東配發-股東配發之現金(股利)總金額(元),股東配發-盈餘轉增資配股(元/股),股東配發-法定盈餘公積轉增資配股(元/股),股東配發-資本公積轉增資配股(元/股),股東配發-股東配股總股數(股),摘錄公司章程-股利分派部分,備註
1305 - 華夏,董事會擬議,110年 年度,110/01/01~110/12/31,1,111/03/09,111/05/30,"1,512,516,173","2,468,676,265","3,734,730,888","2,282,104,653",2.5,0,0,"1,452,626,235",0,0,0,0,"本公司年度總決算如有稅後盈餘，應先彌補
以往年度虧損，如尚有餘額，於提撥百分之
十法定盈餘公積後，為當年度可分配盈餘，
再連同以前年度累積未分配盈餘及依法令或
主管機關規定提列或轉回特別盈餘公積後之
餘額，作為累積可分配之盈餘，由董事會擬
定盈餘分配案後， 依法定程序 提請股東會
決議，股東會得視業務狀況保留全部或部分
盈餘。
決議分派盈餘時，因本公司產業屬於成熟期
，為考量研發需求及多角化經營，股東股利
不低於當年度可分配盈餘之百分之十，其中
現金股利不低於全部股利之百分之十。惟如
當年度每股可分配盈餘低於零點一元時，得
不分派。","其他調整事項為:確定福利計畫再衡量數
調整保留盈餘_新台幣451,196元。"
1307 - 三芳,董事會決議,110年 年度,110/01/01~110/12/31,1,111/03/22,不適用,"2,076,028,693","115,933,539","2,041,713,530","1,842,804,467",0.5,0,0,"198,909,063",0,0,0,0,"第廿四條之一:本公司年度決算如有盈餘，應先完納一切稅捐及彌補虧損後，先提撥百之十為法定盈餘公積，次依法令規定或公司營運需要提列或迴轉特別盈餘公積，如尚有餘額，併同累積未分配盈餘，由董事會擬具分派議案，以發行新股方式為之時，應提請股東會決議分派之。
本公司依公司法規定，授權董事會以三分之二以上董事之出席，及出席董事過半數之決議，將應分派之股東紅利或公司法規定之法定盈餘公積及資本公積之全部或一部，以發放現金方式為之，並報告股東會。
本公司股利政策，須視公司目前及未來之投資環境、資金需求及財務規劃等因素，並兼顧股東利益、平衡股利，就可供分配盈餘提撥百分之十以上分配之，但本期可分配盈餘全數提撥分派計算之股東紅利，每股低於0.5元時，得全數保留不予分派。
提議分派之股東紅利其中現金股利不低於股東股利總數百分之十，但現金股利每股低於0.3元(含)時得不予發放，改以股票股利發放。",無
1308 - 亞聚,董事會擬議,110年 年度,110/01/01~110/12/31,1,111/03/09,111/05/27,"1,967,438,630","3,101,127,012","4,822,166,116","3,040,934,359",3,0,0,"1,781,231,757",0,0,0,0,"本公司年度總決算如有稅後盈餘，應先彌補
以往年度虧損，如尚有餘額，於提撥百分之
十法定盈餘公積後，為當年度可分配盈餘，
再連同以前年度累積未分配盈餘及依法令或
主管機關規定提列或轉回特別盈餘公積後之
餘額，作為累積可分配之盈餘，由董事會擬
定盈餘分配案後，依法定程序提請股東會決
議，股東會得視業務狀況保留全部或部分盈
餘。
決議分派盈餘時，因本公司產業屬於成熟
期，為考量研發需求及多角化經營，股東股
利不低於當年度可分配盈餘之百分之十，其
中現金股利 不低於全部股利之百分之十。惟
如當年度每股可分配盈餘低於零點一元時，
得不分派 。","F.其他調整事項包括:
透過其他綜合損益按公允價值衡量權益工具之處分利益NT$72,182,241元
確定福利計畫再衡量數認列於保留盈餘(NT$1,389,824)元
合計NT$70,792,417元"
1309 - 台達化,董事會擬議,110年 年度,110/01/01~110/12/31,1,111/03/09,111/05/27,"1,102,234,498","1,849,932,071","2,759,113,341","1,812,477,989",2,0,0,"757,308,282",0.5,0,0,"18,932,707","本公司年度總決算如有稅後盈餘，應先彌補以
往年度虧損，如尚有餘額，於提撥百分之十法
定盈餘公積後，為當年度可分配盈餘，再連同
以前年度累積未分配盈餘及依法令或主管機關
規定提列或轉回特別盈餘公積後之餘額，作為
累積可分配之盈餘，由董事會擬定盈餘分配案
後，依法定程序提請股東會決議，股東會得視
業務狀況保留全部或部分盈餘。
決議分派盈餘時，因本公司產業屬於成熟期，
為考量研發需求及多角化經營，股東股利不低
於當年度可分配盈餘之百分之十，其中現金股
利不低於全部股利之百分之十。惟如當年度每
股可分配盈餘低於零點一元時，得不分派。","(1)確定福利計畫再衡量數調整保留盈餘 (NT$8,708,997)
(2)因採用權益法之投資調整保留盈餘(NT$246,582)"
1310 - 台苯,董事會擬議,110年 年度,110/01/01~110/12/31,1,111/03/22,111/06/22,"897,446,245","104,603,777","1,131,859,793","1,052,679,328",0.15,0,0,"79,180,465",0,0,0,0,本公司年度如有獲利(即稅前利益扣除分派員工、董監事酬勞前之利益)，應提撥百分之一至五之範圍內為員工酬勞及不高於百分之二‧五為董事酬勞，但公司尚有累積虧損時，應預先保留彌補數額。,無
1312 - 國喬,董事會決議,110年 年度,110/01/01~110/12/31,1,111/03/29,不適用,"14,640,566,959","5,881,160,988","21,471,219,550","19,605,978,894",2,0,0,"1,813,240,656",0,0,0,0,"本公司年度決算如有盈餘，於繳納稅捐，彌補
虧損及提列法定公積百分之十及就當年度發生
之股東權益減項金額提列或迴轉特別盈餘公積
後為當年度可分配盈餘，連同上一年度累積未
分配盈餘，為累積可供分配盈餘，應先分配73
年國喬特之股息百分之六，其各年股息如未配
足，其不足之數於次一有可分配盈餘之年度優
先分配補足之。其餘未分配盈餘由董事會依法
令規定、股利政策及資金狀況等擬具分配案，
以發行新股方式為之時，應提請股東會同意後
分配之；以現金方式為之時，應經董事會決議
後分配之。",無
1312A - 國喬特,董事會決議,110年 年度,110/01/01~110/12/31,1,111/03/29,不適用,"14,640,566,959","5,881,160,988","21,471,219,550","19,605,978,894",2.6,0,0,"52,000,000",0,0,0,0,"本公司年度決算如有盈餘，於繳納稅捐，彌補
虧損及提列法定公積百分之十及就當年度發生
之股東權益減項金額提列或迴轉特別盈餘公積
後為當年度可分配盈餘，連同上一年度累積未
分配盈餘，為累積可供分配盈餘，應先分配73
年國喬特之股息百分之六，其各年股息如未配
足，其不足之數於次一有可分配盈餘之年度優
先分配補足之。其餘未分配盈餘由董事會依法
令規定、股利政策及資金狀況等擬具分配案，
以發行新股方式為之時，應提請股東會同意後
分配之；以現金方式為之時，應經董事會決議
後分配之。",無
1313 - 聯成,董事會決議,110年 年度,110/01/01~110/12/31,1,111/03/08,不適用,"2,340,544,568","2,147,461,296","4,656,862,708","3,345,032,101",1,0,0,"1,311,830,607",0,0,0,0,"本公司年度總決算如有盈餘，於依法提繳稅款及彌補累積虧損後，
應先提列百分之十法定盈餘公積及依相關法令規定提列特別盈餘公積，
次就其餘額連同以前年度累積未分配盈餘作為可供分配之盈餘，
由董事會擬定分配議案，以發行新股方式為之時，應提請股東會決議後分派之；
以發放現金方式為之時，則依公司法第二百四十條第五項規定，
授權董事會以三分之二以上董事之出席，及出席董事過半數同意之決議分派之，並報告股東會。
盈餘分配比率及股東現金股利之比率，得由董事會考量公司財務結構、未來資金需求及獲利情形，
以現金股利不得低於股利總數百分之十擬定之，惟經股東會同意得調整之。",無
1314 - 中石化,董事會擬議,110年 年度,110/01/01~110/12/31,1,111/03/14,111/05/27,0,"3,603,208,093","1,779,539,239","265,599,187",0.4,0,0,"1,513,940,052",0,0,0,0,"本公司年度總決算如有當期淨利，於完納稅捐、彌補累積虧損、依法提撥法定盈餘公積，
並依法令或主管機關規定應提撥或迴轉特別盈餘公積後，其餘併同以前年度累積未分配盈餘
及當年度未分配盈餘調整數，由董事會依下列股利政策，擬具盈餘分派案，提請股東會決議
後辦理。
本公司為高資本密集之產業，且處於多變與競爭激烈經營環境，營運深受全球經濟及產業景
氣變動影響，盈餘之分派，須考量公司之營運發展、資金需求及競爭狀況，兼顧股東利益與
公司財務規劃 ，得將盈餘之全部或一部保留之或提撥為特別盈餘公積，以求財務穩定與永
續發展；股東股利之發放，得以現金股利或股票股利方式為之，其中股票股利之發放比例不
高於配發股利總額之百分之五十，但本公司總負債對總資產之比率不低於百分之五十或法令
另有規定時，得不受此限。",無
1315 - 達新,董事會決議,110年 下半年,110/07/01~110/12/31,1,111/03/25,不適用,"5,374,130,401","5,360,534","5,394,464,551","5,146,717,051",2.5,0,0,"247,747,500",0,0,0,0,"第廿七之一條：
本公司盈餘分派或虧損撥補得於每半會計年度終了後為
之，每半會計年度決算如有盈餘，應先提繳稅捐、彌補累
積虧損、次提百分之十為法定盈餘公積；但法定盈餘公積
累積已達本公司資本總額時，不在此限。並依法令或主管
機關規定提撥或迴轉特別盈餘公積，如尚有盈餘，其餘額
加計上半會計年度累計未分配盈餘，由董事會擬具分派議
案，以發行新股方式為之時，應提請股東會決議後分派
之。
本公司依公司法第二百四十條第五項規定，授權董事會以
三分之二以上董事之出席，及出席董事過半數之決議，將
應分派股息及紅利或公司法第二百四十一條第一項規定之
法定盈餘公積及資本公積之全部或一部，以發放現金之方
式為之，並報告股東會。
本公司產品多樣尚難區分其成長階段，獲利尚稱穩定且財
務結構健全，每年分派股息及紅利，以百分之二十至一百
以現金股利方式發放為原則，惟遇有重大投資計劃時，得
將股東股息及紅利全數轉增資。",無
1315 - 達新,董事會決議,110年 上半年,110/01/01~110/06/30,1,110/08/11,不適用,"5,651,330,401","-236,625,584","5,432,995,838","5,155,795,838",2,0,0,"277,200,000",0,0,0,0,"第廿七之一條：本公司盈餘分派或虧損撥補得於每半會計年度終了後為之，每半會計年度決算如有盈餘，應先提繳稅捐、彌補累積虧損、次提百分之十為法定盈餘公積；但法定盈餘公積累積已達本公司資本總額時，不在此限。並依法令或主管機關規定提撥或迴轉特別盈餘公積，如尚有盈餘，其餘額加計上半會計年度累計未分配盈餘，由董事會擬具分派議案，以發行新股方式為之時，應提請股東會決議後分派之。
            本公司依公司法第二百四十條第五項規定，授權董事會以三分之二以上董事之出席，及出席董事過半數之決議，將應分派股息及紅利或公司法第二百四十一條第一項規定之法定盈餘公積及資本公積之全部或一部，以發放現金之方式為之，並報告股東會。
            本公司產品多樣尚難區分其成長階段，獲利尚稱穩定且財
            務結構健全，每年分派股息及紅利，以百分之二十至一百
            以現金股利方式發放為原則，惟遇有重大投資計劃時，得
            將股東股息及紅利全數轉增資。",無
