"面額新台幣10元之公司"
"公司代號名稱","決議（擬議）進度","股利所屬年(季)度","股利所屬期間","期別","董事會（擬擬議）股利分派日","股東會日期","期初未分配盈餘/待彌補虧損(元)","本期淨利(淨損)(元)","可分配盈餘(元)","分配後期末未分配盈餘(元)","股東配發-盈餘分配之現金股利(元/股)","股東配發-法定盈餘公積、資本公積發放之現金(元/股)","股東配發-股東配發之現金(股利)總金額(元)","股東配發-盈餘轉增資配股(元/股)","股東配發-法定盈餘公積、資本公積轉增資配股(元/股)","股東配發-股東配股總股數(股)","摘錄公司章程-股利分派部分","備註",
"3213 - 茂訊","股東會確認","105年 年度","105/01/01~105/12/31","1","0","106/06/22","        123,589,010","        259,265,996","        331,075,094","        131,544,234","3.40000000","0.0","        199,530,860","0.0","0.0","                  0","第二十條：本公司年度如有獲利，應提撥5%至10%為員工酬勞及提撥不高於3%為董事酬勞。 但公司如有以前年度累積虧損，應預先保留彌補數額，其餘再依前項比例提撥。 第一項員工酬勞發給股票或現金之對象，包含符合一定條件之從屬公司員工。
第二十條之一：本公司年度總決算如有盈餘，應先提繳稅款，彌補以往虧損，次提百分之十為法定盈餘公積，但法定盈餘公積已達本公司實收資本額時，得不再提列；另視需要及法令規定提列或迴轉特別盈餘公積後，併同累積未分配盈餘，由董事會擬具盈餘分配議案，提請股東會決議分派之。
第二十條之二：本公司股利發放政策係依據公司資本預算、中長期營運規劃及財務狀況，依下列原則經股東會決議後分派之:
一、除依下列二、項規定以公積分派外，公司無盈餘時，不得分派紅利，但法定盈餘公積已超過資本總額百分之五十時，得以其超過部份派充紅利。盈餘之分派得以股票股利或現金股利之方式為之，其分配比例考慮因素有：
1.因應公司未來擴展營運規模之需求
2.維持公司每股盈餘獲利水準之平衡
3.考量公司現金流量、營運盈餘之狀況
其中現金股利佔股利總額之20%~100%，股票股利佔股利總額之0%~80%。
前項盈餘分配，由董事會決定後，經股東會決議分派之。
二、於當年度公司無盈餘可分派，或雖有盈餘但盈餘數額遠低於公司前一年度實際分派之盈餘，或依公司財務、業務及經營面等因素之考量，得將公積全部或一部份依法令或主管機關規定分派。","",
"面額新台幣10元之公司"
"公司代號名稱","決議（擬議）進度","股利所屬年(季)度","股利所屬期間","期別","董事會（擬擬議）股利分派日","股東會日期","期初未分配盈餘/待彌補虧損(元)","本期淨利(淨損)(元)","可分配盈餘(元)","分配後期末未分配盈餘(元)","股東配發-盈餘分配之現金股利(元/股)","股東配發-法定盈餘公積、資本公積發放之現金(元/股)","股東配發-股東配發之現金(股利)總金額(元)","股東配發-盈餘轉增資配股(元/股)","股東配發-法定盈餘公積、資本公積轉增資配股(元/股)","股東配發-股東配股總股數(股)","摘錄公司章程-股利分派部分","備註",
"3217 - 優群","股東會確認","105年 年度","105/01/01~105/12/31","1","0","106/06/08","         59,480,562","        189,300,844","        229,851,322","         65,642,916","2.00000000","0.0","        164,208,406","0.0","0.0","                  0","第三十條：本公司年度如有獲利，應提撥百分之一至百分之十五為員工酬勞、提撥不高於百分之二點一為董事、監察人酬勞。但公司尚有累積虧損時，應預先保留彌補數額。
員工酬勞及董監酬勞之分派應由董事會以董事三分之二以上之出席及出席董事過半數同意之決議行之，並報告股東會。
員工酬勞得以股票或現金為之，其發放對象包含符合一定條件之從屬公司員工。
第三十條之一：本公司年度總決算如有盈餘，應依法提繳稅款、彌補歷年累積虧損，如尚有盈餘應提存百分之十為法定盈餘公積，並依法令或主管機關規定提撥或迴轉特別盈餘公積，如尚有盈餘，其餘額再加計以前年度累積未分配盈餘，為累積可分配盈餘，分配時得視營運需要酌予保留適當盈餘。
前項盈餘分派由董事會擬具分派議案提請股東會決議分派。","",
"3218 - 大學光","股東會確認","105年 年度","105/01/01~105/12/31","1","0","106/06/26","         24,922,124","         91,804,138","        103,128,302","         65,066,802","0.50000000","0.65000000","         87,541,450","0.0","0.0","                  0","公司應以當年度獲利狀況之百分之一至百分之十分派員工酬勞及應以不高於當年度獲利狀況之百分之三分派董監酬勞。但公司尚有累積虧損時，應予彌補。
員工酬勞得以股票或現金為之，且發給股票或現金之對象，得包含符合一定條件之從屬公司員工。
員工酬勞及董監酬勞之分派應由董事會以董事三分之二以上之出席及出席董事過半數同意之決議行之，並報告股東會。
本公司年度總決算，如有盈餘，應先提繳稅款，彌補以往年度虧損，再就其餘額提撥法定盈餘公積百分之十，並視需要酌提特別盈餘公積。當年度如尚有盈餘，併同以前年度累積未分配盈餘，由董事會擬具盈餘分派案並提請股東會決議。
本公司將考量公司所處環境及成長階段，因應未來資金需求及長期財務規劃，並兼顧維持穩定之股利發放，適度採用股票股利或現金股利方式發放，其中現金股利不低於股利總額之百分之五。","",
"3219 - 倚強科","股東會確認","105年 年度","105/01/01~105/12/31","1","0","106/06/15","       -106,782,826","        -25,779,105","       -132,561,931","       -132,561,931","0.0","0.0","                  0","0.0","0.0","                  0","第26條 本公司年度決算如有盈餘，依法繳納稅捐，彌補累積虧損後，再提 10%為法定盈餘公積，但法定盈餘公積已達本公司實收資本額時，得不再提列，其餘再依法令規定提列或迴轉特別盈餘公積；如尚有餘額，併同累積未分配盈餘，由董事會擬具盈餘分配議案，提請股東會決議分派股東股息紅利。本公司股利政策，係配合目前及未來之發展計畫、考量投資環境、資金需求及國內外競爭狀況，並兼顧股東利益等因素，每年就可供分配盈餘提撥不低於20%分配股東股息紅利，惟累積可供分配盈餘低於實收股本20%時，得不予分配；分配股東股息紅利時，得以現金或股票方式為之，其中現金股利不低於股利總額之20%。","",
"3221 - 台嘉碩","股東會確認","105年 年度","105/01/01~105/12/31","1","0","106/06/14","         39,903,455","        104,794,219","        102,808,706","          6,471,896","1.00000000","0.0","         96,336,810","0.0","0.0","                  0","本公司年度決算如有盈餘，依法繳納稅捐，
彌補累積虧損後，再提10%為法定盈餘公積，
但法定盈餘公積已達本公司實收資本額時，
得不再提列，其餘再依法令規定提列或迴轉
特別盈餘公積；如尚有餘額，併同累積未分配
盈餘，由董事會擬具盈餘分配議案，提請股東
會決議分派股東股息紅利。
基於公司營運需要暨爭取股東權益最大化之
考量，本公司屬資金暨技術密集之行業，且
所處產業環境多變，為公司長期發展需要，
股利政策採剩餘股利政策。依公司未來之資
本支出預算及資金需求情形，適當分派股利
，其中現金股利不低於股利總額之百分之十
。惟此項盈餘分派得以現金或股票方式為之
，由公司視當年度實際獲利及資金狀況，經
股東會決議調整之。","",
"3224 - 三顧","股東會確認","105年 年度","105/01/01~105/12/31","1","0","106/06/20","         -5,682,723","        -56,194,844","        -60,866,500","        -60,866,500","0.0","0.0","                  0","0.0","0.0","                  0","本公司年度總決算如有盈餘，應先提繳稅款，彌補以往虧損，次提百分之十為法定盈餘公積，就其餘數連同以往年度未分配盈餘由董事會提請股東會決議保留或分派之；另分派之股東紅利中，現金股利發放之比例不低於百分之三十，其餘以股票股利方式發放之。公司分派盈餘時，除依法提列法定盈餘公積外，應依證券交易法第四十一條第一項規定，就當年度發生帳列股東權益減項金額(如長期股權投資未實現跌價損失、累積換算調整數等)自當年度稅後盈餘與前期為分派盈餘提列相同數額之特別盈餘公積不得分派。俟股東權益減項數額有迴轉時，得就迴轉部分另分派盈餘。","",
"3226 - 至寶電","股東會確認","105年 年度","105/01/01~105/12/31","1","0","106/06/26","         74,803,199","        166,871,438","        225,627,372","         96,766,226","2.00000000","0.0","        128,861,146","0.0","0.0","                  0","第廿七條：本公司&amp;#63886;&amp;#64001;如有獲利，應提撥不低於百分之一為員工酬勞，不高於百分之五為董事、監察人酬勞。但尚有累積虧損時，應預先保留彌補數額。前項所稱獲利係指稅前利益扣除分派員工酬勞及董事、監察人酬勞前之利益。員工酬勞以股票或現金為之，應由董事會特別決議，並報告股東會。前項發給股東或現金之對象，包括符合一定條件之從屬公司員工。
第廿八條：本公司年度總決算如有盈餘，應先提繳稅款、彌補累積虧損，次提10%為法定盈餘公積，其餘除派付股息外，如尚有盈餘，再由股東會決議分派股東紅利。","",
"3227 - 原相","股東會確認","105年 年度","105/01/01~105/12/31","1","0","106/06/15","      1,548,194,601","        151,709,350","      1,607,837,359","      1,542,973,500","0.50025735","1.50077206","        259,455,436","0.0","0.0","                  0","本公司年度決算如有盈餘，依下列順序分派之：
一、提繳稅捐。
二、彌補虧損。
三、提存百分之十為法定盈餘公積。
四、依法提列或迴轉特別盈餘公積。
五、股東紅利就一至四款提列款項後之餘額加計期初未分配盈餘，由董事會依本條第二項股利政策擬定盈餘分派案，並提請股東會決議。
本公司考量公司目前產業及因應未來資金需求及長期財務規劃，就前項可分配盈餘，每年依法由董事會擬具分派案，提請股東會決議。公司得依財務、業務及經營面之考量將當年度可分配盈餘全數分配。股東紅利之分配得以現金或股票方式發放，惟現金股利分派之比例以不低於股利總額之百分之十(10%)。","",
